name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	210	206	4	20	20	30	3370	3370	100	335	340	53	485	488	28	1330	1330	100	2330	2330	100	t < 800 ms	186	88	800 ms < t < 1200 ms	9	4	t > 1200 ms	11	5	failed	4	1	0	0	0
Login	30	30	0	12350	12350	-1	12500	12500	-1	12381	12381	-1	0	0	-1	12470	12470	-1	12500	12500	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	30	100	failed	0	0	0	0	-1
Login / Login page	30	30	0	20	20	-1	90	90	-1	29	29	-1	14	14	-1	50	50	-1	90	90	-1	t < 800 ms	30	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Login / Submit login	30	30	0	290	290	-1	420	420	-1	334	334	-1	26	26	-1	400	400	-1	420	420	-1	t < 800 ms	30	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Token	30	30	0	40	40	-1	100	100	-1	54	54	-1	21	21	-1	90	90	-1	100	100	-1	t < 800 ms	30	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Token / Token exchange	30	30	0	30	30	-1	100	100	-1	52	52	-1	19	19	-1	90	90	-1	100	100	-1	t < 800 ms	30	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Patient	30	30	0	6110	6110	-1	6860	6860	-1	6274	6274	-1	174	174	-1	6760	6760	-1	6860	6860	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	30	100	failed	0	0	0	0	-1
Patient / Patient demographics	30	30	0	120	120	-1	840	840	-1	263	263	-1	173	173	-1	760	760	-1	840	840	-1	t < 800 ms	29	96	800 ms < t < 1200 ms	1	3	t > 1200 ms	0	0	failed	0	0	0	0	-1
Document	30	28	2	6100	6500	6100	10350	10350	6350	7667	7770	6225	1038	997	125	9600	9600	6350	10350	10350	6350	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	28	93	failed	2	6	0	0	0
Document / Document retrieval text	30	28	2	50	240	50	3370	3370	100	1154	1231	75	829	805	25	2800	2800	100	3370	3370	100	t < 800 ms	10	33	800 ms < t < 1200 ms	7	23	t > 1200 ms	11	36	failed	2	6	0	0	0
Document / Document retrieval metadata	30	29	1	30	60	30	440	440	30	153	157	30	97	96	0	350	350	30	440	440	30	t < 800 ms	29	96	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	1	3	0	0	0
Document / Document retrieval file	30	29	1	30	160	30	930	930	30	359	371	30	187	179	0	620	620	30	930	930	30	t < 800 ms	28	93	800 ms < t < 1200 ms	1	3	t > 1200 ms	0	0	failed	1	3	0	0	0
