name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	6	0	6	20	-1	20	40	-1	40	27	-1	27	6	-1	6	40	-1	40	40	-1	40	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	6	100	0	-1	0
Login	3	0	3	12050	-1	12050	12150	-1	12150	12083	-1	12083	101	-1	101	12150	-1	12150	12150	-1	12150	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Login / Login page	3	0	3	20	-1	20	40	-1	40	27	-1	27	8	-1	8	40	-1	40	40	-1	40	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Login / Submit login	3	0	3	20	-1	20	30	-1	30	27	-1	27	2	-1	2	30	-1	30	30	-1	30	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Token	3	0	3	0	-1	0	10	-1	10	3	-1	3	5	-1	5	10	-1	10	10	-1	10	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0

Patient	3	0	3	5990	-1	5990	6050	-1	6050	6013	-1	6013	69	-1	69	6050	-1	6050	6050	-1	6050	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0

Document	3	0	3	6000	-1	6000	6050	-1	6050	6017	-1	6017	0	-1	0	6050	-1	6050	6050	-1	6050	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0

