name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	200	170	30	40	40	60	30960	30960	21010	3797	1006	19608	7765	3772	5218	21010	1760	21010	22260	22260	21010	t < 800 ms	141	70	800 ms < t < 1200 ms	12	6	t > 1200 ms	17	8	failed	30	15	0	0	0
Login	30	28	2	12150	12300	12150	12430	12430	12250	12346	12356	12200	55	110	50	12400	12400	12250	12430	12430	12250	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	28	93	failed	2	6	0	0	0
Login / Login page	30	30	0	40	40	-1	140	140	-1	84	84	-1	31	31	-1	130	130	-1	140	140	-1	t < 800 ms	30	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Login / Submit login	30	28	2	60	230	60	270	270	100	237	249	80	45	0	20	270	270	100	270	270	100	t < 800 ms	28	93	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	2	6	0	0	0
Token	30	28	2	0	60	0	140	140	0	81	87	0	29	19	0	130	130	0	140	140	0	t < 800 ms	28	93	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	2	6	0	0	0
Token / Token exchange	28	28	0	60	60	-1	120	120	-1	81	81	-1	18	18	-1	110	110	-1	120	120	-1	t < 800 ms	28	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Patient	30	28	2	6000	6170	6000	36960	36960	6000	8416	8589	6000	6658	6858	0	28270	28270	6000	36960	36960	6000	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	28	93	failed	2	6	0	0	0
Patient / Patient demographics	28	28	0	160	160	-1	30960	30960	-1	2584	2584	-1	6860	6860	-1	22260	22260	-1	30960	30960	-1	t < 800 ms	21	75	800 ms < t < 1200 ms	3	10	t > 1200 ms	4	14	failed	0	0	0	0	-1
Document	30	0	30	6000	-1	6000	52850	-1	52850	28505	-1	28505	0	-1	0	47800	-1	47800	52850	-1	52850	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	30	100	0	-1	0
Document / Document retrieval text	28	28	0	250	250	-1	25600	25600	-1	1941	1941	-1	4575	4575	-1	1830	1830	-1	25600	25600	-1	t < 800 ms	9	32	800 ms < t < 1200 ms	9	32	t > 1200 ms	10	35	failed	0	0	0	0	-1
Document / Document retrieval metadata	28	0	28	20990	-1	20990	21010	-1	21010	21003	-1	21003	0	-1	0	21010	-1	21010	21010	-1	21010	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	28	100	0	-1	0
Document / Document retrieval file	28	28	0	210	210	-1	19580	19580	-1	1165	1165	-1	3556	3556	-1	1410	1410	-1	19580	19580	-1	t < 800 ms	25	89	800 ms < t < 1200 ms	0	0	t > 1200 ms	3	10	failed	0	0	0	0	-1
