name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	200	86	114	10	20	10	60050	460	60050	8493	144	14791	0	155	0	60020	400	60020	60030	440	60030	t < 800 ms	86	43	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	114	57	0	0	0
Login	30	28	2	12150	12350	12150	13950	12600	13950	12465	12423	13050	284	89	900	12600	12500	13950	13950	12600	13950	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	28	93	failed	2	6	0	0	0
Login / Login page	30	30	0	20	20	-1	90	90	-1	31	31	-1	14	14	-1	60	60	-1	90	90	-1	t < 800 ms	30	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Login / Submit login	30	28	2	80	310	80	1890	460	1890	405	364	985	283	37	905	460	440	1890	1890	460	1890	t < 800 ms	28	93	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	2	6	0	0	0
Token	30	28	2	0	40	0	120	120	0	47	51	0	25	21	0	110	110	0	120	120	0	t < 800 ms	28	93	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	2	6	0	0	0
Token / Token exchange	28	28	0	30	30	-1	90	90	-1	45	45	-1	14	14	-1	80	80	-1	90	90	-1	t < 800 ms	28	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Patient	30	0	30	6000	-1	6000	66060	-1	66060	62010	-1	62010	0	-1	0	66060	-1	66060	66060	-1	66060	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	30	100	0	-1	0
Patient / Patient demographics	28	0	28	60010	-1	60010	60050	-1	60050	60020	-1	60020	0	-1	0	60030	-1	60030	60050	-1	60050	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	28	100	0	-1	0
Document	30	0	30	6000	-1	6000	7750	-1	7750	6125	-1	6125	303	-1	303	6100	-1	6100	7750	-1	7750	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	30	100	0	-1	0
Document / Document retrieval text	28	0	28	30	-1	30	1710	-1	1710	92	-1	92	311	-1	311	50	-1	50	1710	-1	1710	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	28	100	0	-1	0
Document / Document retrieval metadata	28	0	28	10	-1	10	40	-1	40	23	-1	23	7	-1	7	40	-1	40	40	-1	40	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	28	100	0	-1	0
Document / Document retrieval file	28	0	28	10	-1	10	20	-1	20	16	-1	16	6	-1	6	20	-1	20	20	-1	20	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	28	100	0	-1	0
