name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	21	9	12	10	40	10	370	130	370	57	70	48	79	38	97	130	130	40	370	130	370	t < 800 ms	9	42	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	12	57	0	0	0
Login	3	3	0	12200	12200	-1	12240	12240	-1	12213	12213	-1	92	92	-1	12240	12240	-1	12240	12240	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	3	100	failed	0	0	0	0	-1
Login / Login page	3	3	0	40	40	-1	50	50	-1	47	47	-1	0	0	-1	50	50	-1	50	50	-1	t < 800 ms	3	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Login / Submit login	3	3	0	120	120	-1	130	130	-1	123	123	-1	10	10	-1	130	130	-1	130	130	-1	t < 800 ms	3	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Token	3	3	0	40	40	-1	90	90	-1	57	57	-1	23	23	-1	90	90	-1	90	90	-1	t < 800 ms	3	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Token / Token exchange	3	3	0	40	40	-1	40	40	-1	40	40	-1	0	0	-1	40	40	-1	40	40	-1	t < 800 ms	3	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Patient	3	0	3	6010	-1	6010	6360	-1	6360	6127	-1	6127	152	-1	152	6360	-1	6360	6360	-1	6360	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Patient / Patient demographics	3	0	3	30	-1	30	370	-1	370	147	-1	147	158	-1	158	370	-1	370	370	-1	370	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Document	3	0	3	6050	-1	6050	6050	-1	6050	6050	-1	6050	0	-1	0	6050	-1	6050	6050	-1	6050	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Document / Document retrieval text	3	0	3	10	-1	10	20	-1	20	17	-1	17	3	-1	3	20	-1	20	20	-1	20	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Document / Document retrieval metadata	3	0	3	10	-1	10	20	-1	20	13	-1	13	6	-1	6	20	-1	20	20	-1	20	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Document / Document retrieval file	3	0	3	10	-1	10	20	-1	20	13	-1	13	6	-1	6	20	-1	20	20	-1	20	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
