name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	120	56	64	0	40	0	21090	11280	21090	1946	2017	1884	3895	3752	4014	11120	11130	9270	21000	11260	21000	t < 800 ms	35	29	800 ms < t < 1200 ms	9	7	t > 1200 ms	12	10	failed	64	53	0	0	0
Login	17	2	15	12300	12300	13110	24430	12530	24430	19524	12415	20471	5272	115	4889	24410	12530	24410	24430	12530	24430	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	11	failed	15	88	0	0	0
Login / Login page	38	2	36	0	40	0	980	100	980	280	70	292	255	30	256	660	100	660	980	100	980	t < 800 ms	2	5	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	36	94	0	0	0
Login / Submit login	17	15	2	240	240	9270	11280	11280	9470	6752	6403	9370	4850	5062	100	11260	11260	9470	11280	11280	9470	t < 800 ms	2	11	800 ms < t < 1200 ms	4	23	t > 1200 ms	9	52	failed	2	11	0	0	0
Token	17	15	2	0	60	0	190	190	0	81	91	0	48	42	0	190	190	0	190	190	0	t < 800 ms	15	88	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	2	11	0	0	0
Token / Token exchange	15	15	0	60	60	-1	190	190	-1	75	75	-1	31	31	-1	80	80	-1	190	190	-1	t < 800 ms	15	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Patient	17	15	2	6190	6190	295098080	295098280	295096750	295098280	173589019	157387798	295098180	0	0	0	295098080	295096600	295098280	295098280	295096750	295098280	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	15	88	failed	2	11	0	0	0
Patient / Patient demographics	15	15	0	210	210	-1	1120	1120	-1	423	423	-1	255	255	-1	920	920	-1	1120	1120	-1	t < 800 ms	13	86	800 ms < t < 1200 ms	2	13	t > 1200 ms	0	0	failed	0	0	0	0	-1
Document	9	0	9	20	-1	20	295101290	-1	295101290	163951161	-1	163951161	0	-1	0	295101290	-1	295101290	295101290	-1	295101290	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	9	100	0	-1	0
Document / Document retrieval text	15	7	8	440	440	2480	2900	2530	2900	1933	1071	2686	923	648	135	2850	2530	2900	2900	2530	2900	t < 800 ms	2	13	800 ms < t < 1200 ms	3	20	t > 1200 ms	2	13	failed	8	53	0	0	0
Document / Document retrieval metadata	13	0	13	260	-1	260	21090	-1	21090	5358	-1	5358	7051	-1	7051	21000	-1	21000	21090	-1	21090	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	13	100	0	-1	0
Document / Document retrieval file	7	2	5	30	390	30	1430	1430	40	283	910	32	484	520	4	1430	1430	40	1430	1430	40	t < 800 ms	1	14	800 ms < t < 1200 ms	0	0	t > 1200 ms	1	14	failed	5	71	0	0	0
